player_name,season_label,grade_label,games_played,batting_innings,batting_not_outs,batting_runs,batting_balls,batting_fours,batting_sixes,batting_high_score,bowling_overs,bowling_maidens,bowling_runs,bowling_wickets,bowling_wides,bowling_no_balls,bowling_best_figures
Ron Mcleod,Summer 2013/14,One Off Games,1,,,,,,,,,,,,,,
T Hollis,Summer 2011/12,One Off Games,2,,,,,,,,,,,,,,
T Hollis,Summer 2012/13,Border Cup,1,,,,,,,,,,,,,,
T Wilson,Summer 2011/12,One Off Games,1,,,,,,,,,,,,,,
Terry Croton,Summer 2024/25,VCV,3,3,3,20,69,1,,8*,2,,18,1,3,1,1-18
Terry Croton,Summer 2024/25,One Off Games,1,1,,4,12,1,,4,2,,19,,5,1,0-19
Tim Spark,Summer 2018/19,VCV,3,3,,24,42,3,,16,12,3,50,1,3,3,1-9
Tim Spark,Summer 2019/20,VCV,1,1,1,16,31,,,16*,,,,,,,
Tony Bunworth,Summer 2011/12,One Off Games,1,,,,,,,,,,,,,,
Tony Bunworth,Summer 2013/14,One Off Games,1,,,,,,,,,,,,,,
W Bevan,Summer 2012/13,One Off Games,2,,,,,,,,,,,,,,
Wayne Bell,Summer 2013/14,One Off Games,1,,,,,,,,,,,,,,
